Parameter,Value
Data View Fixed text,"['Fund. Volt. L-L L-N Min Max', 'AB BC CA Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,"['2025-09-25 10:27:05 -> PASS', '2025-09-25 10:27:08 -> PASS', '2025-09-25 10:27:09 -> PASS', '2025-09-25 10:27:08 -> PASS'] / Timestamp Standard: 2025-09-25 10:27:03+00:00"
Measurement Results,"[""'190.1 V' -> PASS"", ""'189.9 V' -> PASS"", ""'190.0 V' -> PASS"", ""'189.9 V' -> PASS""]"
Modbus Measurement,"['190.1', '190.1', '190.1', '190.0']"
