Parameter,Value
Data View Fixed text,"['RMS Voltage L-L L-N Min Max', 'AB BC CA Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,"['2025-09-25 10:24:31 -> PASS', '2025-09-25 10:24:29 -> PASS', '2025-09-25 10:24:31 -> PASS', '2025-09-25 10:24:29 -> PASS'] / Timestamp Standard: 2025-09-25 10:24:27+00:00"
Measurement Results,"[""'189.6 V' -> PASS"", ""'189.4 V' -> PASS"", ""'189.5 V' -> PASS"", ""'189.7 V' -> PASS""]"
Modbus Measurement,"['189.8', '189.5', '189.7', '189.7']"
