Parameter,Value
Data View Fixed text,"['RMS Voltage L-L L-N Min Max', 'AB BC CA Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,[] / Timestamp Standard: 2025-09-29 11:02:34+00:00
Measurement Results,"[""'190.1 V' -> PASS"", ""'190.0 V' -> PASS"", ""'190.2 V' -> PASS"", ""'190.1 V' -> PASS""]"
Modbus Measurement,"['190.1', '190.0', '190.2', '190.1']"
