Parameter,Value
Data View Fixed text,"['RMS Voltage L-L L-N Min Max', 'AB BC CA Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,"['2025-09-25 10:08:31 -> PASS', '2025-09-25 10:08:35 -> PASS', '2025-09-25 10:08:32 -> PASS', '2025-09-25 10:08:31 -> PASS'] / Timestamp Standard: 2025-09-25 10:08:28+00:00"
Measurement Results,"[""'190.3 V' -> PASS"", ""'190.0 V' -> PASS"", ""'190.1 V' -> PASS"", ""'190.0 V' -> PASS""]"
Modbus Measurement,"['190.3', '190.2', '190.2', '190.1']"
