Parameter,Value
Data View Fixed text,"['Fund. Volt. L-L L-N Min Max', 'AB BC CA Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,"['2025-09-25 10:10:47 -> PASS', '2025-09-25 10:10:48 -> PASS', '2025-09-25 10:10:47 -> PASS', '2025-09-25 10:10:48 -> PASS'] / Timestamp Standard: 2025-09-25 10:10:41+00:00"
Measurement Results,"[""'190.2 V' -> PASS"", ""'189.9 V' -> PASS"", ""'190.1 V' -> PASS"", ""'190.0 V' -> PASS""]"
Modbus Measurement,"['190.2', '190.0', '190.1', '190.0']"
