Parameter,Value
Data View Fixed text,"['Fund. Volt. L-L L-N Min Max', 'A B C Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,"['2025-09-25 10:11:34 -> PASS', '2025-09-25 10:11:31 -> PASS', '2025-09-25 10:11:30 -> PASS', '2025-09-25 10:11:34 -> PASS'] / Timestamp Standard: 2025-09-25 10:11:28+00:00"
Measurement Results,"[""'109.4 V' -> PASS"", ""'109.1 V' -> PASS"", ""'109.4 V' -> PASS"", ""'109.4 V' -> PASS""]"
Modbus Measurement,"['109.7', '109.2', '109.5', '109.5']"
