Parameter,Value
Data View Fixed text,"['Total Harmonic Distortion L-L L-N Max', 'AB BC CA']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,"['2025-09-26 15:06:59 -> PASS', '2025-09-26 15:06:58 -> PASS', '2025-09-26 15:06:57 -> PASS'] / Timestamp Standard: 2025-09-26 15:06:53+00:00"
Measurement Results,"[""'2.8 %' -> PASS"", ""'2.8 %' -> PASS"", ""'2.8 %' -> PASS""]"
Modbus Measurement,"['2.806', '2.825', '2.727']"
