Parameter,Value
Data View Fixed text,"['Fund. Volt. L-L L-N Min Max', 'A B C Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,"['2025-09-26 15:05:57 -> PASS', '2025-09-26 15:05:52 -> PASS', '2025-09-26 15:05:53 -> PASS', '2025-09-26 15:05:52 -> PASS'] / Timestamp Standard: 2025-09-26 15:05:50+00:00"
Measurement Results,"[""'109.5 V' -> PASS"", ""'109.2 V' -> PASS"", ""'109.5 V' -> PASS"", ""'109.5 V' -> PASS""]"
Modbus Measurement,"['109.6', '109.1', '109.5', '109.5']"
