Parameter,Value
Data View Fixed text,"['Fund. Volt. L-L L-N Min Max', 'AB BC CA Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,[] / Timestamp Standard: None
Measurement Results,"[""'189.9 V' -> PASS"", ""'189.8 V' -> PASS"", ""'189.9 V' -> PASS"", ""'189.8 V' -> PASS""]"
Modbus Measurement,"['189.8', '189.7', '189.8', '189.8']"
