Parameter,Value
Data View Fixed text,"['Total Harmonic Distortion L-L L-N Max', 'AB BC CA']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,[] / Timestamp Standard: None
Measurement Results,"[""'2.7 %' -> PASS"", ""'2.7 %' -> PASS"", ""'2.7 %' -> PASS""]"
Modbus Measurement,"['2.762', '2.772', '2.688']"
