Parameter,Value
Data View Fixed text,"['Fund. Volt. L-L L-N Min Max', 'AB BC CA Average']"
OCR Errors (Extra),[] (PASS)
OCR Errors (Missing),[] (PASS)
Meas Ratio Results,[]
Timestamp Results,"['2025-09-25 15:59:01 -> PASS', '2025-09-25 15:59:03 -> PASS', '2025-09-25 15:58:59 -> PASS', '2025-09-25 15:59:01 -> PASS'] / Timestamp Standard: 2025-09-25 15:58:56+00:00"
Measurement Results,"[""'189.5 V' -> PASS"", ""'189.4 V' -> PASS"", ""'189.5 V' -> PASS"", ""'189.6 V' -> PASS""]"
Modbus Measurement,"['189.7', '189.5', '189.6', '189.6']"
